Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSMUSP00000020449	ENSMUST00000020449	ENSMUSG00000020228	Helb
ENSMUSP00000020450	ENSMUST00000020450	ENSMUSG00000020229	Slc5a4a
ENSMUSP00000020452	ENSMUST00000020452	ENSMUSG00000020230	Prmt2
ENSMUSP00000020454	ENSMUST00000020454	ENSMUSG00000020232	Hmg20b
ENSMUSP00000020456	ENSMUST00000020456	ENSMUSG00000020234	4930404N11Rik
ENSMUSP00000020457	ENSMUST00000020457	ENSMUSG00000020235	Fzr1
ENSMUSP00000020461	ENSMUST00000020461	ENSMUSG00000055053	Nfic
ENSMUSP00000020463	ENSMUST00000020463	ENSMUSG00000020238	Ncln
ENSMUSP00000020478	ENSMUST00000020478	ENSMUSG00000020246	Hcfc2
ENSMUSP00000020484	ENSMUST00000020484	ENSMUSG00000020250	Txnrd1
ENSMUSP00000020485	ENSMUST00000020485	ENSMUSG00000020251	Glt8d2
ENSMUSP00000020488	ENSMUST00000020488	ENSMUSG00000020255	D10Wsu102e
ENSMUSP00000020490	ENSMUST00000020490	ENSMUSG00000020257	Wdr82
ENSMUSP00000020493	ENSMUST00000020493	ENSMUSG00000020260	Pofut2
ENSMUSP00000020496	ENSMUST00000020496	ENSMUSG00000020262	Adarb1
ENSMUSP00000020497	ENSMUST00000020497	ENSMUSG00000020256	Aldh1l2
ENSMUSP00000020499	ENSMUST00000020499	ENSMUSG00000020261	Slc36a1
ENSMUSP00000020500	ENSMUST00000020500	ENSMUSG00000020263	Appl2
ENSMUSP00000020501	ENSMUST00000020501	ENSMUSG00000020265	Sumo3
ENSMUSP00000020502	ENSMUST00000020502	ENSMUSG00000049491	Slc36a3
ENSMUSP00000020504	ENSMUST00000020504	ENSMUSG00000020267	Hint1
ENSMUSP00000020507	ENSMUST00000020507	ENSMUSG00000057967	Fgf18
ENSMUSP00000020508	ENSMUST00000020508	ENSMUSG00000020270	1700008A04Rik
ENSMUSP00000020513	ENSMUST00000020513	ENSMUSG00000020273	Papolg
ENSMUSP00000020518	ENSMUST00000020518	ENSMUSG00000020279	Il9r
ENSMUSP00000020520	ENSMUST00000020520	ENSMUSG00000020280	Pus10
ENSMUSP00000020522	ENSMUST00000020522	ENSMUSG00000020277	Pfkl
ENSMUSP00000020523	ENSMUST00000020523	ENSMUSG00000020283	Pex13
ENSMUSP00000020524	ENSMUST00000020524	ENSMUSG00000020282	Rhbdf1
ENSMUSP00000020527	ENSMUST00000020527	ENSMUSG00000020286	1700093K21Rik
ENSMUSP00000020528	ENSMUST00000020528	ENSMUSG00000020287	Mpg
ENSMUSP00000020529	ENSMUST00000020529	ENSMUSG00000020288	Ahsa2
ENSMUSP00000020530	ENSMUST00000020530	ENSMUSG00000020289	Nprl3
ENSMUSP00000020531	ENSMUST00000020531	ENSMUSG00000055609	Hba-x
ENSMUSP00000020535	ENSMUST00000020535	ENSMUSG00000020295	Hbq1a
ENSMUSP00000020537	ENSMUST00000020537	ENSMUSG00000020297	Nsg2
ENSMUSP00000020538	ENSMUST00000020538	ENSMUSG00000020290	Xpo1
ENSMUSP00000020543	ENSMUST00000020543	ENSMUSG00000020300	Cpeb4
ENSMUSP00000020546	ENSMUST00000020546	ENSMUSG00000020303	Stc2
ENSMUSP00000020547	ENSMUST00000020547	ENSMUSG00000055515	Vmn2r81
ENSMUSP00000020549	ENSMUST00000020549	ENSMUSG00000054206	Gzmm
ENSMUSP00000020550	ENSMUST00000020550	ENSMUSG00000020307	Cdc34
ENSMUSP00000020551	ENSMUST00000020551	ENSMUSG00000020305	Asb3
ENSMUSP00000020552	ENSMUST00000020552	ENSMUSG00000020308	Tpgs1
ENSMUSP00000020553	ENSMUST00000020553	ENSMUSG00000020309	Chac2
ENSMUSP00000020554	ENSMUST00000020554	ENSMUSG00000020310	Madcam1
ENSMUSP00000020562	ENSMUST00000020562	ENSMUSG00000007739	Cct4
ENSMUSP00000020564	ENSMUST00000020564	ENSMUSG00000020312	Shc2
ENSMUSP00000020566	ENSMUST00000020566	ENSMUSG00000020317	Theg
ENSMUSP00000020568	ENSMUST00000020568	ENSMUSG00000020319	Wdpcp
ENSMUSP00000020573	ENSMUST00000020573	ENSMUSG00000020323	Prss57
ENSMUSP00000020575	ENSMUST00000020575	ENSMUSG00000020325	Fstl3
ENSMUSP00000020576	ENSMUST00000020576	ENSMUSG00000020326	Ccng1
ENSMUSP00000020577	ENSMUST00000020577	ENSMUSG00000020327	Fgf22
ENSMUSP00000020578	ENSMUST00000020578	ENSMUSG00000020328	Nudcd2
ENSMUSP00000020579	ENSMUST00000020579	ENSMUSG00000020330	Hmmr
ENSMUSP00000020580	ENSMUST00000020580	ENSMUSG00000020329	Polrmt
ENSMUSP00000020581	ENSMUST00000020581	ENSMUSG00000020331	Hcn2
ENSMUSP00000020586	ENSMUST00000020586	ENSMUSG00000020334	Slc22a4
ENSMUSP00000020608	ENSMUST00000020608	ENSMUSG00000020349	Ppp2ca
ENSMUSP00000020617	ENSMUST00000020617	ENSMUSG00000020357	Flt4
ENSMUSP00000020624	ENSMUST00000020624	ENSMUSG00000020362	Cnot6
ENSMUSP00000020625	ENSMUST00000020625	ENSMUSG00000020359	Phykpl
ENSMUSP00000020628	ENSMUST00000020628	ENSMUSG00000020364	Zfp354a
ENSMUSP00000020629	ENSMUST00000020629	ENSMUSG00000020363	Gfpt2
ENSMUSP00000020630	ENSMUST00000020630	ENSMUSG00000020361	Hspa4
ENSMUSP00000020634	ENSMUST00000020634	ENSMUSG00000020366	Mapk9
ENSMUSP00000020637	ENSMUST00000020637	ENSMUSG00000020368	Canx
ENSMUSP00000020640	ENSMUST00000020640	ENSMUSG00000020372	Gnb2l1
ENSMUSP00000020643	ENSMUST00000020643	ENSMUSG00000020375	Rufy1
ENSMUSP00000020647	ENSMUST00000020647	ENSMUSG00000020381	3010026O09Rik
ENSMUSP00000020649	ENSMUST00000020649	ENSMUSG00000020380	Rad50
ENSMUSP00000020650	ENSMUST00000020650	ENSMUSG00000020383	Il13
ENSMUSP00000020653	ENSMUST00000020653	ENSMUSG00000020386	Sar1b
ENSMUSP00000020655	ENSMUST00000020655	ENSMUSG00000020387	Phf15
ENSMUSP00000020657	ENSMUST00000020657	ENSMUSG00000020390	Ube2b
ENSMUSP00000020662	ENSMUST00000020662	ENSMUSG00000020393	Kremen1
ENSMUSP00000020664	ENSMUST00000020664	ENSMUSG00000020395	Itk
ENSMUSP00000020665	ENSMUST00000020665	ENSMUSG00000020397	Med7
ENSMUSP00000020668	ENSMUST00000020668	ENSMUSG00000020399	Havcr2
ENSMUSP00000020672	ENSMUST00000020672	ENSMUSG00000020405	Fabp6
ENSMUSP00000020673	ENSMUST00000020673	ENSMUSG00000020402	Vdac1
ENSMUSP00000020677	ENSMUST00000020677	ENSMUSG00000020407	Upp1
ENSMUSP00000020679	ENSMUST00000020679	ENSMUSG00000020411	Nipal4
ENSMUSP00000020681	ENSMUST00000020681	ENSMUSG00000020409	Slu7
ENSMUSP00000020683	ENSMUST00000020683	ENSMUSG00000020413	Hus1
ENSMUSP00000020685	ENSMUST00000020685	ENSMUSG00000020415	Pttg1
ENSMUSP00000020687	ENSMUST00000020687	ENSMUSG00000020415	Pttg1
ENSMUSP00000020689	ENSMUST00000020689	ENSMUSG00000020419	Hormad2
ENSMUSP00000020692	ENSMUST00000020692	ENSMUSG00000020423	Btg2
ENSMUSP00000020695	ENSMUST00000020695	ENSMUSG00000020422	Tns3
ENSMUSP00000020699	ENSMUST00000020699	ENSMUSG00000020424	Gatsl3
ENSMUSP00000020702	ENSMUST00000020702	ENSMUSG00000020427	Igfbp3
ENSMUSP00000020703	ENSMUST00000020703	ENSMUSG00000020428	Gabra6
ENSMUSP00000020704	ENSMUST00000020704	ENSMUSG00000020429	Igfbp1
ENSMUSP00000020705	ENSMUST00000020705	ENSMUSG00000020430	Pes1
ENSMUSP00000020706	ENSMUST00000020706	ENSMUSG00000020431	Adcy1
ENSMUSP00000020707	ENSMUST00000020707	ENSMUSG00000010803	Gabra1
ENSMUSP00000020710	ENSMUST00000020710	ENSMUSG00000020432	Tcn2
ENSMUSP00000020712	ENSMUST00000020712	ENSMUSG00000020434	4921536K21Rik
ENSMUSP00000020717	ENSMUST00000020717	ENSMUSG00000020440	Arf5
ENSMUSP00000020718	ENSMUST00000020718	ENSMUSG00000020439	Smtn
ENSMUSP00000020719	ENSMUST00000020719	ENSMUSG00000020441	2310033P09Rik
ENSMUSP00000020721	ENSMUST00000020721	ENSMUSG00000020439	Smtn
ENSMUSP00000020732	ENSMUST00000020732	ENSMUSG00000061462	Obscn
ENSMUSP00000020734	ENSMUST00000020734	ENSMUSG00000020454	Eif4enif1
ENSMUSP00000020741	ENSMUST00000020741	ENSMUSG00000020457	Drg1
ENSMUSP00000020749	ENSMUST00000020749	ENSMUSG00000020459	Mtif2
ENSMUSP00000020753	ENSMUST00000020753	ENSMUSG00000020461	Clhc1
ENSMUSP00000020754	ENSMUST00000020754	ENSMUSG00000020462	Ccdc104
ENSMUSP00000020755	ENSMUST00000020755	ENSMUSG00000020463	Smek2
ENSMUSP00000020756	ENSMUST00000020756	ENSMUSG00000020464	Pnpt1
ENSMUSP00000020759	ENSMUST00000020759	ENSMUSG00000020467	Efemp1
ENSMUSP00000020767	ENSMUST00000020767	ENSMUSG00000020474	Polm
ENSMUSP00000020768	ENSMUST00000020768	ENSMUSG00000020475	Pgam2
ENSMUSP00000020769	ENSMUST00000020769	ENSMUSG00000020476	Dbnl
ENSMUSP00000020775	ENSMUST00000020775	ENSMUSG00000020483	Dynll2
ENSMUSP00000020776	ENSMUST00000020776	ENSMUSG00000020482	Ccdc117
ENSMUSP00000020779	ENSMUST00000020779	ENSMUSG00000009350	Mpo
ENSMUSP00000020792	ENSMUST00000020792	ENSMUSG00000020490	Btnl10
ENSMUSP00000020794	ENSMUST00000020794	ENSMUSG00000020492	Ska2
ENSMUSP00000020801	ENSMUST00000020801	ENSMUSG00000020495	Smg8
ENSMUSP00000020804	ENSMUST00000020804	ENSMUSG00000061666	Gdpd1
ENSMUSP00000020820	ENSMUST00000020820	ENSMUSG00000020514	Mrpl22
ENSMUSP00000020821	ENSMUST00000020821	ENSMUSG00000020513	Tubd1
ENSMUSP00000020822	ENSMUST00000020822	ENSMUSG00000020515	Cnot8
ENSMUSP00000020826	ENSMUST00000020826	ENSMUSG00000020519	Sap30l
ENSMUSP00000020827	ENSMUST00000020827	ENSMUSG00000020521	Rnft1
ENSMUSP00000020830	ENSMUST00000020830	ENSMUSG00000020522	Mfap3
ENSMUSP00000020831	ENSMUST00000020831	ENSMUSG00000020523	Fam114a2
ENSMUSP00000020835	ENSMUST00000020835	ENSMUSG00000020525	Ppm1d
ENSMUSP00000020837	ENSMUST00000020837	ENSMUSG00000020527	Myo19
ENSMUSP00000020843	ENSMUST00000020843	ENSMUSG00000020532	Acaca
ENSMUSP00000020846	ENSMUST00000020846	ENSMUSG00000020538	Srebf1
ENSMUSP00000020849	ENSMUST00000020849	ENSMUSG00000020541	Tom1l1
ENSMUSP00000020851	ENSMUST00000020851	ENSMUSG00000020544	Cox11
ENSMUSP00000020853	ENSMUST00000020853	ENSMUSG00000020545	Lrrc72
ENSMUSP00000020855	ENSMUST00000020855	ENSMUSG00000020548	1700086D15Rik
ENSMUSP00000020856	ENSMUST00000020856	ENSMUSG00000020547	Bzw2
ENSMUSP00000020858	ENSMUST00000020858	ENSMUSG00000020546	Stxbp4
ENSMUSP00000020864	ENSMUST00000020864	ENSMUSG00000020553	Pctp
ENSMUSP00000020877	ENSMUST00000020877	ENSMUSG00000020561	Twistnb
ENSMUSP00000020878	ENSMUST00000020878	ENSMUSG00000020562	Efcab10
ENSMUSP00000020884	ENSMUST00000020884	ENSMUSG00000020566	Atp6v1c2
ENSMUSP00000020885	ENSMUST00000020885	ENSMUSG00000020570	Sypl
ENSMUSP00000020886	ENSMUST00000020886	ENSMUSG00000020572	Nampt
ENSMUSP00000020896	ENSMUST00000020896	ENSMUSG00000020577	Tspan13
ENSMUSP00000020898	ENSMUST00000020898	ENSMUSG00000020581	Agr2
ENSMUSP00000020899	ENSMUST00000020899	ENSMUSG00000020583	Matn3
ENSMUSP00000020904	ENSMUST00000020904	ENSMUSG00000020580	Rock2
ENSMUSP00000020908	ENSMUST00000020908	ENSMUSG00000057469	E2f6
ENSMUSP00000020909	ENSMUST00000020909	ENSMUSG00000020585	Laptm4a
ENSMUSP00000020911	ENSMUST00000020911	ENSMUSG00000020592	Sdc1
ENSMUSP00000020915	ENSMUST00000020915	ENSMUSG00000020594	Pum2
ENSMUSP00000020920	ENSMUST00000020920	ENSMUSG00000020599	Rgs9
ENSMUSP00000020922	ENSMUST00000020922	ENSMUSG00000020601	Trib2
ENSMUSP00000020926	ENSMUST00000020926	ENSMUSG00000020607	Fam84a
ENSMUSP00000020927	ENSMUST00000020927	ENSMUSG00000020605	Hs1bp3
ENSMUSP00000020928	ENSMUST00000020928	ENSMUSG00000020604	Arsg
ENSMUSP00000020929	ENSMUST00000020929	ENSMUSG00000020610	Amz2
ENSMUSP00000020930	ENSMUST00000020930	ENSMUSG00000020611	Gna13
ENSMUSP00000020931	ENSMUST00000020931	ENSMUSG00000020608	Smc6
ENSMUSP00000020938	ENSMUST00000020938	ENSMUSG00000020614	Fam20a
ENSMUSP00000020939	ENSMUST00000020939	ENSMUSG00000020598	Nrcam
ENSMUSP00000020941	ENSMUST00000020941	ENSMUSG00000020617	1700012B07Rik
ENSMUSP00000020947	ENSMUST00000020947	ENSMUSG00000020621	Rdh14
ENSMUSP00000020948	ENSMUST00000020948	ENSMUSG00000020620	Abca8b
ENSMUSP00000020949	ENSMUST00000020949	ENSMUSG00000020623	Map2k6
ENSMUSP00000020954	ENSMUST00000020954	ENSMUSG00000020628	Trappc12
ENSMUSP00000020957	ENSMUST00000020957	ENSMUSG00000020629	Adi1
ENSMUSP00000020958	ENSMUST00000020958	ENSMUSG00000020627	Klhl29
ENSMUSP00000020959	ENSMUST00000020959	ENSMUSG00000020630	Rnaseh1
ENSMUSP00000020962	ENSMUST00000020962	ENSMUSG00000020634	Ubxn2a
ENSMUSP00000020963	ENSMUST00000020963	ENSMUSG00000020633	Dcdc2c
ENSMUSP00000020964	ENSMUST00000020964	ENSMUSG00000020635	Fkbp1b
ENSMUSP00000020965	ENSMUST00000020965	ENSMUSG00000020636	Allc
ENSMUSP00000020967	ENSMUST00000020967	ENSMUSG00000020639	Pfn4
ENSMUSP00000020969	ENSMUST00000020969	ENSMUSG00000020638	Cmpk2
ENSMUSP00000020970	ENSMUST00000020970	ENSMUSG00000020641	Rsad2
ENSMUSP00000020971	ENSMUST00000020971	ENSMUSG00000020642	Rnf144a
ENSMUSP00000020974	ENSMUST00000020974	ENSMUSG00000020644	Id2
ENSMUSP00000020977	ENSMUST00000020977	ENSMUSG00000020648	Dus4l
ENSMUSP00000020979	ENSMUST00000020979	ENSMUSG00000020650	Bcap29
ENSMUSP00000020980	ENSMUST00000020980	ENSMUSG00000020649	Rrm2
ENSMUSP00000020981	ENSMUST00000020981	ENSMUSG00000020652	Cenpo
ENSMUSP00000020982	ENSMUST00000020982	ENSMUSG00000020653	Klf11
ENSMUSP00000020984	ENSMUST00000020984	ENSMUSG00000020654	Adcy3
ENSMUSP00000020985	ENSMUST00000020985	ENSMUSG00000020656	Grhl1
ENSMUSP00000020986	ENSMUST00000020986	ENSMUSG00000020657	Dnajc27
ENSMUSP00000020990	ENSMUST00000020990	ENSMUSG00000020660	Pomc
ENSMUSP00000020991	ENSMUST00000020991	ENSMUSG00000020661	Dnmt3a
ENSMUSP00000020997	ENSMUST00000020997	ENSMUSG00000020669	Sh3yl1
ENSMUSP00000020999	ENSMUST00000020999	ENSMUSG00000020668	Kif3c
ENSMUSP00000021001	ENSMUST00000021001	ENSMUSG00000020671	Rab10
ENSMUSP00000021004	ENSMUST00000021004	ENSMUSG00000020672	Sntg2
ENSMUSP00000021005	ENSMUST00000021005	ENSMUSG00000020673	Tpo
ENSMUSP00000021009	ENSMUST00000021009	ENSMUSG00000061911	Myt1l
ENSMUSP00000021011	ENSMUST00000021011	ENSMUSG00000035373	Ccl7
ENSMUSP00000021016	ENSMUST00000021016	ENSMUSG00000020679	Hnf1b
ENSMUSP00000021018	ENSMUST00000021018	ENSMUSG00000020680	Taf15
ENSMUSP00000021020	ENSMUST00000021020	ENSMUSG00000020682	Mmp28
ENSMUSP00000021022	ENSMUST00000021022	ENSMUSG00000020684	Rasl10b
ENSMUSP00000021028	ENSMUST00000021028	ENSMUSG00000020689	Itgb3
ENSMUSP00000021029	ENSMUST00000021029	ENSMUSG00000020690	Efcab3
ENSMUSP00000021030	ENSMUST00000021030	ENSMUSG00000020691	Mettl2
ENSMUSP00000021033	ENSMUST00000021033	ENSMUSG00000018841	Rad51d
ENSMUSP00000021036	ENSMUST00000021036	ENSMUSG00000020696	Rffl
ENSMUSP00000021038	ENSMUST00000021038	ENSMUSG00000020695	Mrc2
ENSMUSP00000021039	ENSMUST00000021039	ENSMUSG00000020697	Lig3
ENSMUSP00000021040	ENSMUST00000021040	ENSMUSG00000020698	Cct6b
ENSMUSP00000021043	ENSMUST00000021043	ENSMUSG00000020702	Ccl1
ENSMUSP00000021044	ENSMUST00000021044	ENSMUSG00000020703	5530401A14Rik
ENSMUSP00000021045	ENSMUST00000021045	ENSMUSG00000020704	Asic2
ENSMUSP00000021046	ENSMUST00000021046	ENSMUSG00000020705	Ddx42
ENSMUSP00000021048	ENSMUST00000021048	ENSMUSG00000020706	Ftsj3
ENSMUSP00000021049	ENSMUST00000021049	ENSMUSG00000020708	Psmc5
ENSMUSP00000021050	ENSMUST00000021050	ENSMUSG00000020709	Adap2
ENSMUSP00000021052	ENSMUST00000021052	ENSMUSG00000078619	Smarcd2
ENSMUSP00000021056	ENSMUST00000021056	ENSMUSG00000001027	Scn4a
ENSMUSP00000021060	ENSMUST00000021060	ENSMUSG00000020718	Polg2
ENSMUSP00000021062	ENSMUST00000021062	ENSMUSG00000020719	Ddx5
ENSMUSP00000021063	ENSMUST00000021063	ENSMUSG00000020720	Psmd12
ENSMUSP00000021065	ENSMUST00000021065	ENSMUSG00000020722	Cacng1
ENSMUSP00000021066	ENSMUST00000021066	ENSMUSG00000020723	Cacng4
ENSMUSP00000021071	ENSMUST00000021071	ENSMUSG00000051043	Gprc5c
ENSMUSP00000021076	ENSMUST00000021076	ENSMUSG00000020732	Rab37
ENSMUSP00000021077	ENSMUST00000021077	ENSMUSG00000020733	Slc9a3r1
ENSMUSP00000021078	ENSMUST00000021078	ENSMUSG00000018861	Fdxr
ENSMUSP00000021082	ENSMUST00000021082	ENSMUSG00000020736	Nt5c
ENSMUSP00000021083	ENSMUST00000021083	ENSMUSG00000020737	Hn1
ENSMUSP00000021084	ENSMUST00000021084	ENSMUSG00000020738	Sumo2
ENSMUSP00000021085	ENSMUST00000021085	ENSMUSG00000020739	Nup85
ENSMUSP00000021087	ENSMUST00000021087	ENSMUSG00000020743	Mif4gd
ENSMUSP00000021089	ENSMUST00000021089	ENSMUSG00000020744	Slc25a19
ENSMUSP00000021090	ENSMUST00000021090	ENSMUSG00000059923	Grb2
ENSMUSP00000021091	ENSMUST00000021091	ENSMUSG00000020745	Pafah1b1
ENSMUSP00000021097	ENSMUST00000021097	ENSMUSG00000020752	Recql5
ENSMUSP00000021107	ENSMUST00000021107	ENSMUSG00000020758	Itgb4
ENSMUSP00000021114	ENSMUST00000021114	ENSMUSG00000020766	Galk1
ENSMUSP00000021116	ENSMUST00000021116	ENSMUSG00000020770	Unk
ENSMUSP00000021119	ENSMUST00000021119	ENSMUSG00000020774	Aspa
ENSMUSP00000021120	ENSMUST00000021120	ENSMUSG00000020773	Trim47
ENSMUSP00000021130	ENSMUST00000021130	ENSMUSG00000020778	Ten1
ENSMUSP00000021133	ENSMUST00000021133	ENSMUSG00000020780	Srp68
ENSMUSP00000021134	ENSMUST00000021134	ENSMUSG00000020781	Tsen54
ENSMUSP00000021135	ENSMUST00000021135	ENSMUSG00000020783	1200014J11Rik
ENSMUSP00000021141	ENSMUST00000021141	ENSMUSG00000020787	P2rx1
ENSMUSP00000021142	ENSMUST00000021142	ENSMUSG00000020788	Atp2a3
ENSMUSP00000021147	ENSMUST00000021147	ENSMUSG00000020792	Exoc7
ENSMUSP00000021148	ENSMUST00000021148	ENSMUSG00000020794	Ube2g1
ENSMUSP00000021154	ENSMUST00000021154	ENSMUSG00000020798	Spns3
ENSMUSP00000021155	ENSMUST00000021155	ENSMUSG00000020799	Tekt1
ENSMUSP00000021157	ENSMUST00000021157	ENSMUSG00000020801	Med31
ENSMUSP00000021158	ENSMUST00000021158	ENSMUSG00000020803	Txndc17
ENSMUSP00000021160	ENSMUST00000021160	ENSMUSG00000020804	Aanat
ENSMUSP00000021161	ENSMUST00000021161	ENSMUSG00000020805	Slc13a5
ENSMUSP00000021164	ENSMUST00000021164	ENSMUSG00000020808	Fam64a
ENSMUSP00000021166	ENSMUST00000021166	ENSMUSG00000020810	Cygb
ENSMUSP00000021168	ENSMUST00000021168	ENSMUSG00000020811	Wscd1
ENSMUSP00000021170	ENSMUST00000021170	ENSMUSG00000020814	Mxra7
ENSMUSP00000021173	ENSMUST00000021173	ENSMUSG00000020818	Mfsd11
ENSMUSP00000021177	ENSMUST00000021177	ENSMUSG00000020823	Sec14l1
ENSMUSP00000021179	ENSMUST00000021179	ENSMUSG00000020830	Vmo1
ENSMUSP00000021180	ENSMUST00000021180	ENSMUSG00000020831	0610010K14Rik
ENSMUSP00000021181	ENSMUST00000021181	ENSMUSG00000020831	0610010K14Rik
ENSMUSP00000021183	ENSMUST00000021183	ENSMUSG00000020832	Eral1
ENSMUSP00000021187	ENSMUST00000021187	ENSMUSG00000020834	Dhrs13
ENSMUSP00000021190	ENSMUST00000021190	ENSMUSG00000020836	Coro6
ENSMUSP00000021195	ENSMUST00000021195	ENSMUSG00000020838	Slc6a4
ENSMUSP00000021197	ENSMUST00000021197	ENSMUSG00000020840	Blmh
ENSMUSP00000021201	ENSMUST00000021201	ENSMUSG00000020841	Cpd
ENSMUSP00000021203	ENSMUST00000021203	ENSMUSG00000020843	Timm22
ENSMUSP00000021204	ENSMUST00000021204	ENSMUSG00000020844	Nxn
ENSMUSP00000021207	ENSMUST00000021207	ENSMUSG00000020846	Fam101b
ENSMUSP00000021208	ENSMUST00000021208	ENSMUSG00000020847	Rph3al
ENSMUSP00000021209	ENSMUST00000021209	ENSMUSG00000020848	Doc2b
ENSMUSP00000021217	ENSMUST00000021217	ENSMUSG00000020857	Nme2
ENSMUSP00000021220	ENSMUST00000021220	ENSMUSG00000037601	Nme1
ENSMUSP00000021226	ENSMUST00000021226	ENSMUSG00000020863	Luc7l3
ENSMUSP00000021227	ENSMUST00000021227	ENSMUSG00000020864	Ankrd40
ENSMUSP00000021231	ENSMUST00000021231	ENSMUSG00000020865	Abcc3
ENSMUSP00000021234	ENSMUST00000021234	ENSMUSG00000020866	Cacna1g
ENSMUSP00000021239	ENSMUST00000021239	ENSMUSG00000020869	Lrrc59
ENSMUSP00000021240	ENSMUST00000021240	ENSMUSG00000020870	Cdc34-ps
ENSMUSP00000021241	ENSMUST00000021241	ENSMUSG00000020871	Dlx4
ENSMUSP00000021242	ENSMUST00000021242	ENSMUSG00000020872	Tac4
ENSMUSP00000021243	ENSMUST00000021243	ENSMUSG00000020873	Slc35b1
ENSMUSP00000021246	ENSMUST00000021246	ENSMUSG00000020876	Snx11
ENSMUSP00000021249	ENSMUST00000021249	ENSMUSG00000020877	Scrn2
ENSMUSP00000021251	ENSMUST00000021251	ENSMUSG00000020878	Lrrc46
ENSMUSP00000021259	ENSMUST00000021259	ENSMUSG00000020890	Gucy2e
ENSMUSP00000021262	ENSMUST00000021262	ENSMUSG00000020891	Alox8
ENSMUSP00000021268	ENSMUST00000021268	ENSMUSG00000020892	Aloxe3
ENSMUSP00000021271	ENSMUST00000021271	ENSMUSG00000020893	Per1
ENSMUSP00000021273	ENSMUST00000021273	ENSMUSG00000020894	Vamp2
ENSMUSP00000021277	ENSMUST00000021277	ENSMUSG00000020897	Aurkb
ENSMUSP00000021278	ENSMUST00000021278	ENSMUSG00000020898	Ctc1
ENSMUSP00000021282	ENSMUST00000021282	ENSMUSG00000020899	Pfas
ENSMUSP00000021283	ENSMUST00000021283	ENSMUSG00000020901	Pik3r5
ENSMUSP00000021284	ENSMUST00000021284	ENSMUSG00000020902	Ntn1
ENSMUSP00000021285	ENSMUST00000021285	ENSMUSG00000020903	Stx8
ENSMUSP00000021286	ENSMUST00000021286	ENSMUSG00000020903	Stx8
ENSMUSP00000021287	ENSMUST00000021287	ENSMUSG00000020904	Wdr16
ENSMUSP00000021288	ENSMUST00000021288	ENSMUSG00000020905	Usp43
ENSMUSP00000021289	ENSMUST00000021289	ENSMUSG00000049928	Glp2r
ENSMUSP00000021290	ENSMUST00000021290	ENSMUSG00000020907	Rcvrn
ENSMUSP00000021296	ENSMUST00000021296	ENSMUSG00000020921	Tmem101
ENSMUSP00000021297	ENSMUST00000021297	ENSMUSG00000020922	Lsm12
ENSMUSP00000021302	ENSMUST00000021302	ENSMUSG00000020928	Higd1b
ENSMUSP00000021306	ENSMUST00000021306	ENSMUSG00000020929	Eftud2
ENSMUSP00000021307	ENSMUST00000021307	ENSMUSG00000020930	Ccdc103
ENSMUSP00000021311	ENSMUST00000021311	ENSMUSG00000051378	Kif18b
ENSMUSP00000021313	ENSMUST00000021313	ENSMUSG00000020935	Dcakd
ENSMUSP00000021314	ENSMUST00000021314	ENSMUSG00000020936	Nmt1
ENSMUSP00000021323	ENSMUST00000021323	ENSMUSG00000020940	1700023F06Rik
ENSMUSP00000021324	ENSMUST00000021324	ENSMUSG00000020941	Map3k14
ENSMUSP00000021328	ENSMUST00000021328	ENSMUSG00000020945	Lyzl6
ENSMUSP00000021329	ENSMUST00000021329	ENSMUSG00000020946	Gosr2
ENSMUSP00000021331	ENSMUST00000021331	ENSMUSG00000020948	Klhl28
ENSMUSP00000021332	ENSMUST00000021332	ENSMUSG00000020949	Fkbp3
ENSMUSP00000021333	ENSMUST00000021333	ENSMUSG00000020950	Foxg1
ENSMUSP00000021335	ENSMUST00000021335	ENSMUSG00000020952	Scfd1
ENSMUSP00000021338	ENSMUST00000021338	ENSMUSG00000020955	Ap4s1
ENSMUSP00000021339	ENSMUST00000021339	ENSMUSG00000020956	Dtd2
ENSMUSP00000021343	ENSMUST00000021343	ENSMUSG00000020963	Tshr
ENSMUSP00000021345	ENSMUST00000021345	ENSMUSG00000020962	Gtf2a1
ENSMUSP00000021346	ENSMUST00000021346	ENSMUSG00000020963	Tshr
ENSMUSP00000021347	ENSMUST00000021347	ENSMUSG00000020964	Sel1l
ENSMUSP00000021356	ENSMUST00000021356	ENSMUSG00000020973	Dnaaf2
ENSMUSP00000021359	ENSMUST00000021359	ENSMUSG00000020974	Pole2
ENSMUSP00000021362	ENSMUST00000021362	ENSMUSG00000020978	Klhdc2
ENSMUSP00000021368	ENSMUST00000021368	ENSMUSG00000020982	Nemf
ENSMUSP00000021370	ENSMUST00000021370	ENSMUSG00000020988	L2hgdh
ENSMUSP00000021372	ENSMUST00000021372	ENSMUSG00000054894	Atp5s
ENSMUSP00000021375	ENSMUST00000021375	ENSMUSG00000020986	Sec23a
ENSMUSP00000021377	ENSMUST00000021377	ENSMUSG00000020990	Cdkl1
ENSMUSP00000021378	ENSMUST00000021378	ENSMUSG00000020992	4930512B01Rik
ENSMUSP00000021379	ENSMUST00000021379	ENSMUSG00000060121	Gemin2
ENSMUSP00000021380	ENSMUST00000021380	ENSMUSG00000020993	Trappc6b
