Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSMUSP00000119086	ENSMUST00000136960	ENSMUSG00000042594	Sh2b3
ENSMUSP00000119087	ENSMUST00000130458	ENSMUSG00000092260	Zfp963
ENSMUSP00000119088	ENSMUST00000143843	ENSMUSG00000025268	Maged2
ENSMUSP00000119089	ENSMUST00000126515	ENSMUSG00000051747	Ttn
ENSMUSP00000119090	ENSMUST00000134402	ENSMUSG00000031284	Pak3
ENSMUSP00000119091	ENSMUST00000154604	ENSMUSG00000033486	Catsper2
ENSMUSP00000119092	ENSMUST00000138705	ENSMUSG00000043822	Adamtsl5
ENSMUSP00000119093	ENSMUST00000152210	ENSMUSG00000014353	Tmem87b
ENSMUSP00000119094	ENSMUST00000152664	ENSMUSG00000079465	Col4a3
ENSMUSP00000119095	ENSMUST00000142624	ENSMUSG00000035967	Ddx26b
ENSMUSP00000119096	ENSMUST00000150666	ENSMUSG00000040272	Accs
ENSMUSP00000119097	ENSMUST00000136390	ENSMUSG00000022568	Scrib
ENSMUSP00000119098	ENSMUST00000135472	ENSMUSG00000026835	Fcnb
ENSMUSP00000119099	ENSMUST00000152693	ENSMUSG00000030450	Oca2
ENSMUSP00000119100	ENSMUST00000132500	ENSMUSG00000013033	Lphn1
ENSMUSP00000119101	ENSMUST00000152327	ENSMUSG00000027323	Rad51
ENSMUSP00000119102	ENSMUST00000156473	ENSMUSG00000046032	Snx12
ENSMUSP00000119103	ENSMUST00000127946	ENSMUSG00000028556	Dock7
ENSMUSP00000119104	ENSMUST00000126911	ENSMUSG00000032372	Plscr2
ENSMUSP00000119105	ENSMUST00000145145	ENSMUSG00000010277	2610507B11Rik
ENSMUSP00000119106	ENSMUST00000136474	ENSMUSG00000034614	Pik3ip1
ENSMUSP00000119107	ENSMUST00000124650	ENSMUSG00000057375	Yipf1
ENSMUSP00000119108	ENSMUST00000125872	ENSMUSG00000027593	Raly
ENSMUSP00000119109	ENSMUST00000148286	ENSMUSG00000040557	Wbscr27
ENSMUSP00000119110	ENSMUST00000139732	ENSMUSG00000030287	Itpr2
ENSMUSP00000119111	ENSMUST00000129243	ENSMUSG00000005503	Evx1
ENSMUSP00000119112	ENSMUST00000149652	ENSMUSG00000004267	Eno2
ENSMUSP00000119113	ENSMUST00000124509	ENSMUSG00000034842	Art3
ENSMUSP00000119114	ENSMUST00000126879	ENSMUSG00000021514	Zfp369
ENSMUSP00000119115	ENSMUST00000122981	ENSMUSG00000029804	Herc3
ENSMUSP00000119118	ENSMUST00000137511	ENSMUSG00000040865	Ino80d
ENSMUSP00000119119	ENSMUST00000143871	ENSMUSG00000084950	Gm5577
ENSMUSP00000119120	ENSMUST00000143031	ENSMUSG00000063450	Syne2
ENSMUSP00000119121	ENSMUST00000129986	ENSMUSG00000030230	Plcz1
ENSMUSP00000119122	ENSMUST00000130278	ENSMUSG00000027074	Slc43a3
ENSMUSP00000119123	ENSMUST00000130589	ENSMUSG00000051159	Cited1
ENSMUSP00000119124	ENSMUST00000148631	ENSMUSG00000066892	Fbxl12
ENSMUSP00000119125	ENSMUST00000126033	ENSMUSG00000028293	Slc35a1
ENSMUSP00000119126	ENSMUST00000140713	ENSMUSG00000027593	Raly
ENSMUSP00000119127	ENSMUST00000138557	ENSMUSG00000060441	Trim5
ENSMUSP00000119128	ENSMUST00000140643	ENSMUSG00000003458	Ncstn
ENSMUSP00000119129	ENSMUST00000124838	ENSMUSG00000040006	Ginm1
ENSMUSP00000119130	ENSMUST00000144138	ENSMUSG00000025920	Stau2
ENSMUSP00000119131	ENSMUST00000143184	ENSMUSG00000090266	Mettl23
ENSMUSP00000119132	ENSMUST00000156172	ENSMUSG00000041020	Map7d2
ENSMUSP00000119133	ENSMUST00000154757	ENSMUSG00000040850	Psme4
ENSMUSP00000119134	ENSMUST00000152485	ENSMUSG00000069495	Epc2
ENSMUSP00000119135	ENSMUST00000125123	ENSMUSG00000060317	Acnat2
ENSMUSP00000119136	ENSMUST00000140975	ENSMUSG00000020652	Cenpo
ENSMUSP00000119137	ENSMUST00000131445	ENSMUSG00000014329	Bicc1
ENSMUSP00000119138	ENSMUST00000127096	ENSMUSG00000005514	Por
ENSMUSP00000119139	ENSMUST00000128792	ENSMUSG00000028383	Hsdl2
ENSMUSP00000119140	ENSMUST00000124668	ENSMUSG00000001082	Mfsd10
ENSMUSP00000119141	ENSMUST00000142752	ENSMUSG00000042625	Safb2
ENSMUSP00000119142	ENSMUST00000153072	ENSMUSG00000067424	Zfp563
ENSMUSP00000119143	ENSMUST00000135014	ENSMUSG00000057715	A830018L16Rik
ENSMUSP00000119144	ENSMUST00000150403	ENSMUSG00000002103	Acp2
ENSMUSP00000119145	ENSMUST00000132245	ENSMUSG00000018411	Mapt
ENSMUSP00000119146	ENSMUST00000132660	ENSMUSG00000028830	AU040320
ENSMUSP00000119147	ENSMUST00000149579	ENSMUSG00000039219	Arid4b
ENSMUSP00000119148	ENSMUST00000141957	ENSMUSG00000031889	D230025D16Rik
ENSMUSP00000119149	ENSMUST00000134575	ENSMUSG00000036873	2410004B18Rik
ENSMUSP00000119150	ENSMUST00000128088	ENSMUSG00000074115	Saa1
ENSMUSP00000119151	ENSMUST00000140108	ENSMUSG00000039298	Cdk5rap2
ENSMUSP00000119152	ENSMUST00000135871	ENSMUSG00000028298	Cga
ENSMUSP00000119153	ENSMUST00000137784	ENSMUSG00000068036	Mllt4
ENSMUSP00000119154	ENSMUST00000135753	ENSMUSG00000079620	Muc4
ENSMUSP00000119157	ENSMUST00000151810	ENSMUSG00000057977	Skint11
ENSMUSP00000119158	ENSMUST00000132780	ENSMUSG00000034471	Caskin2
ENSMUSP00000119159	ENSMUST00000138465	ENSMUSG00000051048	P4ha3
ENSMUSP00000119160	ENSMUST00000123196	ENSMUSG00000022967	Ifnar1
ENSMUSP00000119161	ENSMUST00000131624	ENSMUSG00000063362	Alg11
ENSMUSP00000119162	ENSMUST00000128455	ENSMUSG00000025227	Tmem180
ENSMUSP00000119163	ENSMUST00000155055	ENSMUSG00000045636	Mtus1
ENSMUSP00000119164	ENSMUST00000149039	ENSMUSG00000046598	Bdh1
ENSMUSP00000119165	ENSMUST00000125094	ENSMUSG00000018339	Gpx3
ENSMUSP00000119166	ENSMUST00000148596	ENSMUSG00000028996	Rbp7
ENSMUSP00000119167	ENSMUST00000133932	ENSMUSG00000005994	Tyrp1
ENSMUSP00000119168	ENSMUST00000150833	ENSMUSG00000074457	S100a16
ENSMUSP00000119169	ENSMUST00000134218	ENSMUSG00000038375	Trp53inp2
ENSMUSP00000119170	ENSMUST00000135695	ENSMUSG00000032498	Mlh1
ENSMUSP00000119171	ENSMUST00000148339	ENSMUSG00000013997	Nit1
ENSMUSP00000119172	ENSMUST00000132449	ENSMUSG00000010914	Pdhx
ENSMUSP00000119173	ENSMUST00000123561	ENSMUSG00000032740	Ccdc88a
ENSMUSP00000119174	ENSMUST00000144762	ENSMUSG00000031887	Tradd
ENSMUSP00000119175	ENSMUST00000125500	ENSMUSG00000089989	Flt3l
ENSMUSP00000119176	ENSMUST00000145422	ENSMUSG00000043535	Setx
ENSMUSP00000119177	ENSMUST00000125426	ENSMUSG00000051682	Treml4
ENSMUSP00000119178	ENSMUST00000139450	ENSMUSG00000028785	Hpca
ENSMUSP00000119179	ENSMUST00000124759	ENSMUSG00000030979	Uros
ENSMUSP00000119180	ENSMUST00000135881	ENSMUSG00000008384	Sertad1
ENSMUSP00000119181	ENSMUST00000126611	ENSMUSG00000090077	Lime1
ENSMUSP00000119182	ENSMUST00000153763	ENSMUSG00000029454	Mapkapk5
ENSMUSP00000119183	ENSMUST00000148453	ENSMUSG00000041769	Ppp2r2d
ENSMUSP00000119184	ENSMUST00000137158	ENSMUSG00000044465	Fam160a2
ENSMUSP00000119185	ENSMUST00000142396	ENSMUSG00000020279	Il9r
ENSMUSP00000119186	ENSMUST00000151681	ENSMUSG00000048249	Crebrf
ENSMUSP00000119187	ENSMUST00000153773	ENSMUSG00000053091	Lins
ENSMUSP00000119188	ENSMUST00000138239	ENSMUSG00000037795	N4bp2
ENSMUSP00000119189	ENSMUST00000137755	ENSMUSG00000022619	Mapk8ip2
ENSMUSP00000119190	ENSMUST00000141264	ENSMUSG00000075284	Wipf1
ENSMUSP00000119191	ENSMUST00000129199	ENSMUSG00000022750	Klhl22
ENSMUSP00000119192	ENSMUST00000136086	ENSMUSG00000037643	Prkci
ENSMUSP00000119193	ENSMUST00000152286	ENSMUSG00000021643	Serf1
ENSMUSP00000119194	ENSMUST00000154705	ENSMUSG00000063889	Crem
ENSMUSP00000119195	ENSMUST00000128434	ENSMUSG00000019763	Rmnd1
ENSMUSP00000119196	ENSMUST00000138111	ENSMUSG00000011831	Evi5
ENSMUSP00000119197	ENSMUST00000136588	ENSMUSG00000026854	Usp20
ENSMUSP00000119198	ENSMUST00000135994	ENSMUSG00000055895	Plac1l
ENSMUSP00000119199	ENSMUST00000134366	ENSMUSG00000034785	Dio1
ENSMUSP00000119200	ENSMUST00000131834	ENSMUSG00000022272	Myo10
ENSMUSP00000119201	ENSMUST00000151319	ENSMUSG00000037458	Azin1
ENSMUSP00000119202	ENSMUST00000142069	ENSMUSG00000018661	Cog1
ENSMUSP00000119203	ENSMUST00000155516	ENSMUSG00000055371	Stam2
ENSMUSP00000119204	ENSMUST00000153514	ENSMUSG00000027620	Rbm39
ENSMUSP00000119205	ENSMUST00000156873	ENSMUSG00000064246	Chi3l1
ENSMUSP00000119206	ENSMUST00000151682	ENSMUSG00000038119	Cdon
ENSMUSP00000119207	ENSMUST00000128628	ENSMUSG00000031142	Cacna1f
ENSMUSP00000119208	ENSMUST00000139604	ENSMUSG00000008318	Relt
ENSMUSP00000119209	ENSMUST00000147591	ENSMUSG00000027465	Tbc1d20
ENSMUSP00000119210	ENSMUST00000127586	ENSMUSG00000032649	Colgalt2
ENSMUSP00000119211	ENSMUST00000148281	ENSMUSG00000047502	Mroh7
ENSMUSP00000119212	ENSMUST00000123138	ENSMUSG00000021694	Ercc8
ENSMUSP00000119213	ENSMUST00000133172	ENSMUSG00000030681	Mvp
ENSMUSP00000119214	ENSMUST00000152182	ENSMUSG00000021893	Capn7
ENSMUSP00000119215	ENSMUST00000156226	ENSMUSG00000045983	Eif4g1
ENSMUSP00000119216	ENSMUST00000156125	ENSMUSG00000029098	Acox3
ENSMUSP00000119217	ENSMUST00000154538	ENSMUSG00000067001	Serpinb7
ENSMUSP00000119218	ENSMUST00000155405	ENSMUSG00000024869	Nudt8
ENSMUSP00000119219	ENSMUST00000142293	ENSMUSG00000040690	Col16a1
ENSMUSP00000119220	ENSMUST00000137202	ENSMUSG00000031748	Gnao1
ENSMUSP00000119221	ENSMUST00000142241	ENSMUSG00000024742	Fen1
ENSMUSP00000119222	ENSMUST00000143393	ENSMUSG00000022090	Pdlim2
ENSMUSP00000119223	ENSMUST00000127157	ENSMUSG00000048997	Atxn7l2
ENSMUSP00000119224	ENSMUST00000151256	ENSMUSG00000038641	Akr1d1
ENSMUSP00000119225	ENSMUST00000136781	ENSMUSG00000002083	Bbc3
ENSMUSP00000119226	ENSMUST00000146672	ENSMUSG00000002771	Grin2d
ENSMUSP00000119227	ENSMUST00000134396	ENSMUSG00000027900	Dram2
ENSMUSP00000119228	ENSMUST00000131106	ENSMUSG00000003363	Pld3
ENSMUSP00000119229	ENSMUST00000154585	ENSMUSG00000027829	Ccnl1
ENSMUSP00000119230	ENSMUST00000124134	ENSMUSG00000051985	Igfn1
ENSMUSP00000119231	ENSMUST00000154558	ENSMUSG00000030204	Ddx47
ENSMUSP00000119232	ENSMUST00000136964	ENSMUSG00000027365	Trpm7
ENSMUSP00000119233	ENSMUST00000140176	ENSMUSG00000028136	Snx27
ENSMUSP00000119234	ENSMUST00000141364	ENSMUSG00000022487	Gtsf1
ENSMUSP00000119236	ENSMUST00000128918	ENSMUSG00000028099	Polr3c
ENSMUSP00000119237	ENSMUST00000134127	ENSMUSG00000049482	Ctu2
ENSMUSP00000119238	ENSMUST00000138166	ENSMUSG00000022641	Bbx
ENSMUSP00000119239	ENSMUST00000154744	ENSMUSG00000036890	Gtdc1
ENSMUSP00000119240	ENSMUST00000149315	ENSMUSG00000079316	Rab9
ENSMUSP00000119241	ENSMUST00000156280	ENSMUSG00000020463	Smek2
ENSMUSP00000119242	ENSMUST00000143567	ENSMUSG00000026463	Atp2b4
ENSMUSP00000119243	ENSMUST00000128085	ENSMUSG00000037216	Lipt1
ENSMUSP00000119244	ENSMUST00000125850	ENSMUSG00000023249	Parp3
ENSMUSP00000119245	ENSMUST00000148264	ENSMUSG00000025340	Rabgef1
ENSMUSP00000119246	ENSMUST00000137768	ENSMUSG00000064330	Pde6h
ENSMUSP00000119247	ENSMUST00000140793	ENSMUSG00000029144	Gtf3c2
ENSMUSP00000119248	ENSMUST00000141066	ENSMUSG00000064247	Plcxd1
ENSMUSP00000119249	ENSMUST00000137269	ENSMUSG00000028621	Cyb5rl
ENSMUSP00000119250	ENSMUST00000147244	ENSMUSG00000040464	Gtpbp10
ENSMUSP00000119251	ENSMUST00000156752	ENSMUSG00000022201	Zfr
ENSMUSP00000119252	ENSMUST00000145368	ENSMUSG00000028745	Capzb
ENSMUSP00000119253	ENSMUST00000151197	ENSMUSG00000000167	Pih1d2
ENSMUSP00000119254	ENSMUST00000149089	ENSMUSG00000056724	Nbeal2
ENSMUSP00000119255	ENSMUST00000136551	ENSMUSG00000025576	Rbfox3
ENSMUSP00000119256	ENSMUST00000138612	ENSMUSG00000001323	Srr
ENSMUSP00000119257	ENSMUST00000151004	ENSMUSG00000067795	4930444P10Rik
ENSMUSP00000119258	ENSMUST00000149214	ENSMUSG00000056763	Cspp1
ENSMUSP00000119259	ENSMUST00000151589	ENSMUSG00000014198	Zfp385c
ENSMUSP00000119260	ENSMUST00000155273	ENSMUSG00000036632	Alg5
ENSMUSP00000119261	ENSMUST00000137116	ENSMUSG00000022313	Utp23
ENSMUSP00000119262	ENSMUST00000132883	ENSMUSG00000078877	Gm14295
ENSMUSP00000119263	ENSMUST00000134336	ENSMUSG00000000409	Lck
ENSMUSP00000119264	ENSMUST00000144817	ENSMUSG00000075267	Dfnb59
ENSMUSP00000119265	ENSMUST00000147046	ENSMUSG00000040785	Ttc3
ENSMUSP00000119266	ENSMUST00000123357	ENSMUSG00000029205	Chrna9
ENSMUSP00000119267	ENSMUST00000141244	ENSMUSG00000039842	Mcph1
ENSMUSP00000119268	ENSMUST00000142864	ENSMUSG00000063450	Syne2
ENSMUSP00000119269	ENSMUST00000139532	ENSMUSG00000018548	Trim37
ENSMUSP00000119270	ENSMUST00000143637	ENSMUSG00000042766	Trim46
ENSMUSP00000119271	ENSMUST00000125276	ENSMUSG00000049922	Slc35c1
ENSMUSP00000119272	ENSMUST00000156713	ENSMUSG00000022962	Gart
ENSMUSP00000119273	ENSMUST00000136640	ENSMUSG00000070000	Fcho1
ENSMUSP00000119274	ENSMUST00000142851	ENSMUSG00000026761	Orc4
ENSMUSP00000119275	ENSMUST00000146468	ENSMUSG00000050335	Lgals3
ENSMUSP00000119276	ENSMUST00000078764	ENSMUSG00000017778	Cox7c
ENSMUSP00000119277	ENSMUST00000125257	ENSMUSG00000031667	Aktip
ENSMUSP00000119278	ENSMUST00000141889	ENSMUSG00000066113	Adamtsl1
ENSMUSP00000119279	ENSMUST00000144772	ENSMUSG00000042345	Ubash3a
ENSMUSP00000119280	ENSMUST00000133425	ENSMUSG00000039137	Whrn
ENSMUSP00000119281	ENSMUST00000144780	ENSMUSG00000027198	Ext2
ENSMUSP00000119282	ENSMUST00000129635	ENSMUSG00000024052	Lpin2
ENSMUSP00000119283	ENSMUST00000154245	ENSMUSG00000034842	Art3
ENSMUSP00000119284	ENSMUST00000139366	ENSMUSG00000029185	Fam114a1
ENSMUSP00000119285	ENSMUST00000130345	ENSMUSG00000004947	Dtx2
ENSMUSP00000119286	ENSMUST00000127489	ENSMUSG00000026610	Esrrg
ENSMUSP00000119287	ENSMUST00000143254	ENSMUSG00000024236	Svil
ENSMUSP00000119288	ENSMUST00000152039	ENSMUSG00000039620	6430573F11Rik
ENSMUSP00000119289	ENSMUST00000142821	ENSMUSG00000020083	2010107G23Rik
ENSMUSP00000119290	ENSMUST00000152517	ENSMUSG00000060807	Serpina6
ENSMUSP00000119291	ENSMUST00000149064	ENSMUSG00000054469	Lclat1
ENSMUSP00000119292	ENSMUST00000140413	ENSMUSG00000028339	Col15a1
ENSMUSP00000119293	ENSMUST00000128238	ENSMUSG00000042626	Shc1
ENSMUSP00000119294	ENSMUST00000141293	ENSMUSG00000028990	Lzic
ENSMUSP00000119295	ENSMUST00000150636	ENSMUSG00000023007	Prpf40b
ENSMUSP00000119296	ENSMUST00000142028	ENSMUSG00000026933	Camsap1
ENSMUSP00000119297	ENSMUST00000146692	ENSMUSG00000010751	Tnfrsf22
ENSMUSP00000119298	ENSMUST00000146297	ENSMUSG00000027620	Rbm39
ENSMUSP00000119299	ENSMUST00000142280	ENSMUSG00000027677	Ttc14
ENSMUSP00000119300	ENSMUST00000122025	ENSMUSG00000082976	Gm15056
ENSMUSP00000119301	ENSMUST00000141709	ENSMUSG00000026222	Sp100
ENSMUSP00000119302	ENSMUST00000152590	ENSMUSG00000022451	Twf1
ENSMUSP00000119303	ENSMUST00000129335	ENSMUSG00000021224	Numb
ENSMUSP00000119304	ENSMUST00000133795	ENSMUSG00000032309	Fbxo22
ENSMUSP00000119305	ENSMUST00000139184	ENSMUSG00000074895	Eif4e1b
ENSMUSP00000119306	ENSMUST00000149043	ENSMUSG00000040767	Snrnp25
ENSMUSP00000119307	ENSMUST00000139750	ENSMUSG00000046314	Stxbp6
ENSMUSP00000119308	ENSMUST00000140299	ENSMUSG00000034620	Tmem5
ENSMUSP00000119309	ENSMUST00000134254	ENSMUSG00000028608	0610037L13Rik
ENSMUSP00000119310	ENSMUST00000149668	ENSMUSG00000017718	Afmid
ENSMUSP00000119311	ENSMUST00000139473	ENSMUSG00000033653	Vps8
ENSMUSP00000119312	ENSMUST00000123739	ENSMUSG00000031842	Pde4c
ENSMUSP00000119313	ENSMUST00000124406	ENSMUSG00000021565	Slc6a19
ENSMUSP00000119314	ENSMUST00000142066	ENSMUSG00000057766	Ankrd29
ENSMUSP00000119315	ENSMUST00000156555	ENSMUSG00000027546	Atp9a
ENSMUSP00000119316	ENSMUST00000147974	ENSMUSG00000004264	Phb2
ENSMUSP00000119317	ENSMUST00000122841	ENSMUSG00000036792	Mbd5
ENSMUSP00000119318	ENSMUST00000144001	ENSMUSG00000022537	Tmem44
ENSMUSP00000119319	ENSMUST00000135269	ENSMUSG00000031601	Cnot7
ENSMUSP00000119320	ENSMUST00000154051	ENSMUSG00000062949	Atp11c
ENSMUSP00000119321	ENSMUST00000135686	ENSMUSG00000060791	Gmfg
ENSMUSP00000119322	ENSMUST00000139234	ENSMUSG00000035310	Lin54
ENSMUSP00000119323	ENSMUST00000130215	ENSMUSG00000059851	Suv420h2
ENSMUSP00000119324	ENSMUST00000133604	ENSMUSG00000042625	Safb2
ENSMUSP00000119325	ENSMUST00000148750	ENSMUSG00000060961	Slc4a4
ENSMUSP00000119326	ENSMUST00000138321	ENSMUSG00000022185	Acin1
ENSMUSP00000119327	ENSMUST00000145606	ENSMUSG00000027184	Caprin1
ENSMUSP00000119328	ENSMUST00000137486	ENSMUSG00000003644	Rps6ka1
ENSMUSP00000119329	ENSMUST00000128952	ENSMUSG00000060938	Rpl26
ENSMUSP00000119330	ENSMUST00000124549	ENSMUSG00000021773	Comtd1
ENSMUSP00000119331	ENSMUST00000150834	ENSMUSG00000026739	Bmi1
ENSMUSP00000119332	ENSMUST00000143214	ENSMUSG00000015757	Ppil4
ENSMUSP00000119333	ENSMUST00000137008	ENSMUSG00000062410	Hsd3b3
ENSMUSP00000119334	ENSMUST00000147168	ENSMUSG00000001786	Fbxo7
ENSMUSP00000119335	ENSMUST00000140334	ENSMUSG00000040044	Orc3
ENSMUSP00000119336	ENSMUST00000127861	ENSMUSG00000025980	Hspd1
ENSMUSP00000119337	ENSMUST00000135079	ENSMUSG00000027248	Pdia3
ENSMUSP00000119338	ENSMUST00000135309	ENSMUSG00000061894	Zscan20
ENSMUSP00000119339	ENSMUST00000135131	ENSMUSG00000037904	Ankrd9
ENSMUSP00000119340	ENSMUST00000144111	ENSMUSG00000004085	Zak
ENSMUSP00000119341	ENSMUST00000123647	ENSMUSG00000015222	Map2
ENSMUSP00000119342	ENSMUST00000156428	ENSMUSG00000032306	Mpi
ENSMUSP00000119343	ENSMUST00000141724	ENSMUSG00000020083	2010107G23Rik
ENSMUSP00000119344	ENSMUST00000150972	ENSMUSG00000020176	Grb10
ENSMUSP00000119345	ENSMUST00000142739	ENSMUSG00000017376	Nlk
ENSMUSP00000119346	ENSMUST00000146975	ENSMUSG00000027309	4930402H24Rik
ENSMUSP00000119347	ENSMUST00000141043	ENSMUSG00000029192	Tbc1d14
ENSMUSP00000119348	ENSMUST00000128200	ENSMUSG00000043241	Upf2
ENSMUSP00000119349	ENSMUST00000143682	ENSMUSG00000052384	Nrros
ENSMUSP00000119350	ENSMUST00000127730	ENSMUSG00000073490	AI607873
ENSMUSP00000119351	ENSMUST00000128289	ENSMUSG00000031150	Ccdc120
ENSMUSP00000119352	ENSMUST00000138807	ENSMUSG00000028890	Mtf1
ENSMUSP00000119353	ENSMUST00000131899	ENSMUSG00000063889	Crem
ENSMUSP00000119354	ENSMUST00000128438	ENSMUSG00000019338	Zfp687
ENSMUSP00000119355	ENSMUST00000149232	ENSMUSG00000022678	Nde1
ENSMUSP00000119356	ENSMUST00000139395	ENSMUSG00000029712	Actl6b
ENSMUSP00000119357	ENSMUST00000148221	ENSMUSG00000025877	Hk3
ENSMUSP00000119358	ENSMUST00000154718	ENSMUSG00000019854	Reps1
ENSMUSP00000119359	ENSMUST00000146873	ENSMUSG00000026589	Sec16b
ENSMUSP00000119360	ENSMUST00000129862	ENSMUSG00000025786	Zdhhc3
ENSMUSP00000119361	ENSMUST00000142267	ENSMUSG00000031214	Ophn1
ENSMUSP00000119362	ENSMUST00000127451	ENSMUSG00000061559	Wdr61
ENSMUSP00000119363	ENSMUST00000134846	ENSMUSG00000029177	Cenpa
ENSMUSP00000119364	ENSMUST00000141824	ENSMUSG00000029094	Afap1
ENSMUSP00000119365	ENSMUST00000124057	ENSMUSG00000030562	Nox4
ENSMUSP00000119366	ENSMUST00000154283	ENSMUSG00000028621	Cyb5rl
ENSMUSP00000119367	ENSMUST00000151360	ENSMUSG00000022272	Myo10
ENSMUSP00000119368	ENSMUST00000139876	ENSMUSG00000028545	Bend5
ENSMUSP00000119369	ENSMUST00000130916	ENSMUSG00000035086	Becn1
ENSMUSP00000119370	ENSMUST00000151114	ENSMUSG00000003847	Nfat5
ENSMUSP00000119371	ENSMUST00000128366	ENSMUSG00000039831	Arhgap29
ENSMUSP00000119372	ENSMUST00000147703	ENSMUSG00000009030	Pdcl
ENSMUSP00000119373	ENSMUST00000127435	ENSMUSG00000046110	Serinc4
ENSMUSP00000119374	ENSMUST00000156093	ENSMUSG00000047085	Lrrc4b
ENSMUSP00000119375	ENSMUST00000156216	ENSMUSG00000027168	Pax6
ENSMUSP00000119376	ENSMUST00000127969	ENSMUSG00000025647	Shisa5
ENSMUSP00000119377	ENSMUST00000134659	ENSMUSG00000063145	Bbs5
ENSMUSP00000119378	ENSMUST00000152434	ENSMUSG00000025736	Jmjd8
ENSMUSP00000119379	ENSMUST00000130998	ENSMUSG00000070880	Gad1
ENSMUSP00000119380	ENSMUST00000139103	ENSMUSG00000031626	Sorbs2
ENSMUSP00000119381	ENSMUST00000143937	ENSMUSG00000021645	Smn1
ENSMUSP00000119382	ENSMUST00000136925	ENSMUSG00000001436	Slc19a1
ENSMUSP00000119383	ENSMUST00000146775	ENSMUSG00000000416	Cttnbp2
ENSMUSP00000119385	ENSMUST00000153903	ENSMUSG00000070733	Fryl
ENSMUSP00000119386	ENSMUST00000155203	ENSMUSG00000069114	Zbtb10
ENSMUSP00000119387	ENSMUST00000151212	ENSMUSG00000006345	Ggt1
ENSMUSP00000119389	ENSMUST00000144916	ENSMUSG00000026692	Fmo4
ENSMUSP00000119390	ENSMUST00000153428	ENSMUSG00000037791	Phf12
ENSMUSP00000119391	ENSMUST00000125051	ENSMUSG00000017723	Wfdc2
ENSMUSP00000119392	ENSMUST00000127058	ENSMUSG00000041237	Pklr
ENSMUSP00000119393	ENSMUST00000133393	ENSMUSG00000038545	Cul7
ENSMUSP00000119394	ENSMUST00000140674	ENSMUSG00000061533	Cep128
ENSMUSP00000119395	ENSMUST00000131670	ENSMUSG00000021983	Atp8a2
ENSMUSP00000119396	ENSMUST00000140862	ENSMUSG00000025793	Hgs
ENSMUSP00000119397	ENSMUST00000146472	ENSMUSG00000003534	Ddr1
ENSMUSP00000119398	ENSMUST00000152947	ENSMUSG00000029032	Arhgef16
ENSMUSP00000119399	ENSMUST00000147802	ENSMUSG00000020175	Rab36
ENSMUSP00000119400	ENSMUST00000137636	ENSMUSG00000022292	Rrm2b
ENSMUSP00000119401	ENSMUST00000128341	ENSMUSG00000039585	Myo9a
ENSMUSP00000119403	ENSMUST00000136465	ENSMUSG00000060675	Pla2g16
ENSMUSP00000119404	ENSMUST00000144999	ENSMUSG00000036002	Fam214b
ENSMUSP00000119405	ENSMUST00000124557	ENSMUSG00000024118	1600002H07Rik
ENSMUSP00000119406	ENSMUST00000137048	ENSMUSG00000068457	Uty
ENSMUSP00000119407	ENSMUST00000154589	ENSMUSG00000032384	Csnk1g1
ENSMUSP00000119408	ENSMUST00000147603	ENSMUSG00000029192	Tbc1d14
ENSMUSP00000119409	ENSMUST00000154935	ENSMUSG00000040537	Adam22
ENSMUSP00000119410	ENSMUST00000135801	ENSMUSG00000029319	Coq2
ENSMUSP00000119411	ENSMUST00000132493	ENSMUSG00000028497	Ptplad2
ENSMUSP00000119412	ENSMUST00000147328	ENSMUSG00000036687	Tmem184a
ENSMUSP00000119413	ENSMUST00000130144	ENSMUSG00000060063	Alox5ap
ENSMUSP00000119414	ENSMUST00000156486	ENSMUSG00000030265	Kras
ENSMUSP00000119415	ENSMUST00000155901	ENSMUSG00000034724	Cnot6l
ENSMUSP00000119416	ENSMUST00000155778	ENSMUSG00000025786	Zdhhc3
ENSMUSP00000119417	ENSMUST00000137701	ENSMUSG00000020805	Slc13a5
ENSMUSP00000119418	ENSMUST00000132464	ENSMUSG00000079169	Gm15130
ENSMUSP00000119420	ENSMUST00000135046	ENSMUSG00000025909	Sntg1
ENSMUSP00000119421	ENSMUST00000137070	ENSMUSG00000017943	Gdap1l1
ENSMUSP00000119422	ENSMUST00000132620	ENSMUSG00000005417	Mprip
ENSMUSP00000119423	ENSMUST00000131990	ENSMUSG00000022814	Umps
ENSMUSP00000119424	ENSMUST00000125655	ENSMUSG00000020808	Fam64a
ENSMUSP00000119425	ENSMUST00000142400	ENSMUSG00000043909	Trp53bp1
ENSMUSP00000119426	ENSMUST00000126726	ENSMUSG00000078876	Gm14408
ENSMUSP00000119428	ENSMUST00000151183	ENSMUSG00000022701	2610015P09Rik
ENSMUSP00000119429	ENSMUST00000151806	ENSMUSG00000039205	Ciz1
ENSMUSP00000119430	ENSMUST00000129741	ENSMUSG00000034931	Dhx8
ENSMUSP00000119431	ENSMUST00000125856	ENSMUSG00000039976	Tbc1d16
ENSMUSP00000119432	ENSMUST00000150483	ENSMUSG00000024431	Nr3c1
ENSMUSP00000119433	ENSMUST00000125846	ENSMUSG00000009894	Snap47
ENSMUSP00000119434	ENSMUST00000143894	ENSMUSG00000062044	Lmtk3
ENSMUSP00000119435	ENSMUST00000138085	ENSMUSG00000002320	Tm9sf1
